slug,type,state,primary_keyword,title,h1,word_count,faq_count,in_wave_states,in_wave_top200
huntersville,city,North Carolina,send flowers to Huntersville,"Send Flowers, Cakes & Gifts to Huntersville, NC | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Huntersville, NC",132,3,False,False
morrisville,city,North Carolina,send flowers to Morrisville,"Send Flowers, Cakes & Gifts to Morrisville, NC | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Morrisville, NC",124,3,False,False
fargo,city,North Dakota,send flowers to Fargo,"Send Flowers, Cakes & Gifts to Fargo, ND | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Fargo, ND",128,3,False,False
bismarck,city,North Dakota,send flowers to Bismarck,"Send Flowers, Cakes & Gifts to Bismarck, ND | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Bismarck, ND",127,3,False,False
grand-forks,city,North Dakota,send flowers to Grand Forks,"Send Flowers, Cakes & Gifts to Grand Forks, ND | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Grand Forks, ND",147,3,False,False
columbus-oh,city,Ohio,send flowers to Columbus,"Send Flowers, Cakes & Gifts to Columbus, OH | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Columbus, OH",129,3,False,False
cleveland,city,Ohio,send flowers to Cleveland,"Send Flowers, Cakes & Gifts to Cleveland, OH | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Cleveland, OH",128,3,False,False
cincinnati,city,Ohio,send flowers to Cincinnati,"Send Flowers, Cakes & Gifts to Cincinnati, OH | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Cincinnati, OH",122,3,False,False
toledo,city,Ohio,send flowers to Toledo,"Send Flowers, Cakes & Gifts to Toledo, OH | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Toledo, OH",129,3,False,False
akron,city,Ohio,send flowers to Akron,"Send Flowers, Cakes & Gifts to Akron, OH | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Akron, OH",123,3,False,False
dayton,city,Ohio,send flowers to Dayton,"Send Flowers, Cakes & Gifts to Dayton, OH | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Dayton, OH",137,3,False,False
parma,city,Ohio,send flowers to Parma,"Send Flowers, Cakes & Gifts to Parma, OH | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Parma, OH",130,3,False,False
canton-oh,city,Ohio,send flowers to Canton,"Send Flowers, Cakes & Gifts to Canton, OH | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Canton, OH",128,3,False,False
youngstown,city,Ohio,send flowers to Youngstown,"Send Flowers, Cakes & Gifts to Youngstown, OH | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Youngstown, OH",122,3,False,False
dublin-oh,city,Ohio,send flowers to Dublin,"Send Flowers, Cakes & Gifts to Dublin, OH | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Dublin, OH",126,3,False,False
westerville,city,Ohio,send flowers to Westerville,"Send Flowers, Cakes & Gifts to Westerville, OH | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Westerville, OH",122,3,False,False
hilliard,city,Ohio,send flowers to Hilliard,"Send Flowers, Cakes & Gifts to Hilliard, OH | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Hilliard, OH",137,3,False,False
mason,city,Ohio,send flowers to Mason,"Send Flowers, Cakes & Gifts to Mason, OH | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Mason, OH",131,3,False,False
beavercreek,city,Ohio,send flowers to Beavercreek,"Send Flowers, Cakes & Gifts to Beavercreek, OH | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Beavercreek, OH",129,3,False,False
oklahoma-city,city,Oklahoma,send flowers to Oklahoma City,"Send Flowers, Cakes & Gifts to Oklahoma City, OK | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Oklahoma City, OK",130,3,False,False
tulsa,city,Oklahoma,send flowers to Tulsa,"Send Flowers, Cakes & Gifts to Tulsa, OK | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Tulsa, OK",124,3,False,False
norman,city,Oklahoma,send flowers to Norman,"Send Flowers, Cakes & Gifts to Norman, OK | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Norman, OK",122,3,False,False
broken-arrow,city,Oklahoma,send flowers to Broken Arrow,"Send Flowers, Cakes & Gifts to Broken Arrow, OK | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Broken Arrow, OK",143,3,False,False
edmond,city,Oklahoma,send flowers to Edmond,"Send Flowers, Cakes & Gifts to Edmond, OK | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Edmond, OK",129,3,False,False
lawton,city,Oklahoma,send flowers to Lawton,"Send Flowers, Cakes & Gifts to Lawton, OK | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Lawton, OK",127,3,False,False
portland-or,city,Oregon,send flowers to Portland,"Send Flowers, Cakes & Gifts to Portland, OR | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Portland, OR",125,3,False,False
salem,city,Oregon,send flowers to Salem,"Send Flowers, Cakes & Gifts to Salem, OR | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Salem, OR",129,3,False,False
eugene,city,Oregon,send flowers to Eugene,"Send Flowers, Cakes & Gifts to Eugene, OR | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Eugene, OR",122,3,False,False
gresham,city,Oregon,send flowers to Gresham,"Send Flowers, Cakes & Gifts to Gresham, OR | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Gresham, OR",139,3,False,False
hillsboro,city,Oregon,send flowers to Hillsboro,"Send Flowers, Cakes & Gifts to Hillsboro, OR | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Hillsboro, OR",133,3,False,False
beaverton,city,Oregon,send flowers to Beaverton,"Send Flowers, Cakes & Gifts to Beaverton, OR | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Beaverton, OR",132,3,False,False
bend,city,Oregon,send flowers to Bend,"Send Flowers, Cakes & Gifts to Bend, OR | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Bend, OR",120,3,False,False
medford-or,city,Oregon,send flowers to Medford,"Send Flowers, Cakes & Gifts to Medford, OR | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Medford, OR",124,3,False,False
springfield-or,city,Oregon,send flowers to Springfield,"Send Flowers, Cakes & Gifts to Springfield, OR | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Springfield, OR",122,3,False,False
tigard,city,Oregon,send flowers to Tigard,"Send Flowers, Cakes & Gifts to Tigard, OR | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Tigard, OR",139,3,False,False
lake-oswego,city,Oregon,send flowers to Lake Oswego,"Send Flowers, Cakes & Gifts to Lake Oswego, OR | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Lake Oswego, OR",138,3,False,False
philadelphia,city,Pennsylvania,send flowers to Philadelphia,"Send Flowers, Cakes & Gifts to Philadelphia, PA | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Philadelphia, PA",134,3,False,True
pittsburgh,city,Pennsylvania,send flowers to Pittsburgh,"Send Flowers, Cakes & Gifts to Pittsburgh, PA | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Pittsburgh, PA",120,3,False,False
allentown,city,Pennsylvania,send flowers to Allentown,"Send Flowers, Cakes & Gifts to Allentown, PA | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Allentown, PA",128,3,False,False
erie,city,Pennsylvania,send flowers to Erie,"Send Flowers, Cakes & Gifts to Erie, PA | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Erie, PA",122,3,False,False
reading,city,Pennsylvania,send flowers to Reading,"Send Flowers, Cakes & Gifts to Reading, PA | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Reading, PA",141,3,False,False
scranton,city,Pennsylvania,send flowers to Scranton,"Send Flowers, Cakes & Gifts to Scranton, PA | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Scranton, PA",129,3,False,False
bethlehem,city,Pennsylvania,send flowers to Bethlehem,"Send Flowers, Cakes & Gifts to Bethlehem, PA | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Bethlehem, PA",131,3,False,False
lancaster-pa,city,Pennsylvania,send flowers to Lancaster,"Send Flowers, Cakes & Gifts to Lancaster, PA | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Lancaster, PA",124,3,False,False
harrisburg,city,Pennsylvania,send flowers to Harrisburg,"Send Flowers, Cakes & Gifts to Harrisburg, PA | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Harrisburg, PA",124,3,False,False
altoona,city,Pennsylvania,send flowers to Altoona,"Send Flowers, Cakes & Gifts to Altoona, PA | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Altoona, PA",122,3,False,False
york,city,Pennsylvania,send flowers to York,"Send Flowers, Cakes & Gifts to York, PA | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to York, PA",138,3,False,False
state-college,city,Pennsylvania,send flowers to State College,"Send Flowers, Cakes & Gifts to State College, PA | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to State College, PA",139,3,False,False
king-of-prussia,city,Pennsylvania,send flowers to King of Prussia,"Send Flowers, Cakes & Gifts to King of Prussia, PA | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to King of Prussia, PA",140,3,False,False
wayne,city,Pennsylvania,send flowers to Wayne,"Send Flowers, Cakes & Gifts to Wayne, PA | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Wayne, PA",130,3,False,False
doylestown,city,Pennsylvania,send flowers to Doylestown,"Send Flowers, Cakes & Gifts to Doylestown, PA | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Doylestown, PA",130,3,False,False
providence,city,Rhode Island,send flowers to Providence,"Send Flowers, Cakes & Gifts to Providence, RI | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Providence, RI",127,3,False,False
warwick,city,Rhode Island,send flowers to Warwick,"Send Flowers, Cakes & Gifts to Warwick, RI | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Warwick, RI",140,3,False,False
cranston,city,Rhode Island,send flowers to Cranston,"Send Flowers, Cakes & Gifts to Cranston, RI | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Cranston, RI",133,3,False,False
pawtucket,city,Rhode Island,send flowers to Pawtucket,"Send Flowers, Cakes & Gifts to Pawtucket, RI | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Pawtucket, RI",131,3,False,False
charleston,city,South Carolina,send flowers to Charleston,"Send Flowers, Cakes & Gifts to Charleston, SC | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Charleston, SC",127,3,False,False
columbia-sc,city,South Carolina,send flowers to Columbia,"Send Flowers, Cakes & Gifts to Columbia, SC | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Columbia, SC",128,3,False,False
north-charleston,city,South Carolina,send flowers to North Charleston,"Send Flowers, Cakes & Gifts to North Charleston, SC | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to North Charleston, SC",132,3,False,False
mount-pleasant,city,South Carolina,send flowers to Mount Pleasant,"Send Flowers, Cakes & Gifts to Mount Pleasant, SC | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Mount Pleasant, SC",145,3,False,False
rock-hill,city,South Carolina,send flowers to Rock Hill,"Send Flowers, Cakes & Gifts to Rock Hill, SC | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Rock Hill, SC",138,3,False,False
greenville,city,South Carolina,send flowers to Greenville,"Send Flowers, Cakes & Gifts to Greenville, SC | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Greenville, SC",131,3,False,False
summerville,city,South Carolina,send flowers to Summerville,"Send Flowers, Cakes & Gifts to Summerville, SC | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Summerville, SC",126,3,False,False
myrtle-beach,city,South Carolina,send flowers to Myrtle Beach,"Send Flowers, Cakes & Gifts to Myrtle Beach, SC | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Myrtle Beach, SC",138,3,False,False
sioux-falls,city,South Dakota,send flowers to Sioux Falls,"Send Flowers, Cakes & Gifts to Sioux Falls, SD | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Sioux Falls, SD",136,3,False,False
rapid-city,city,South Dakota,send flowers to Rapid City,"Send Flowers, Cakes & Gifts to Rapid City, SD | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Rapid City, SD",147,3,False,False
nashville,city,Tennessee,send flowers to Nashville,"Send Flowers, Cakes & Gifts to Nashville, TN | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Nashville, TN",130,3,False,False
memphis,city,Tennessee,send flowers to Memphis,"Send Flowers, Cakes & Gifts to Memphis, TN | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Memphis, TN",127,3,False,False
knoxville,city,Tennessee,send flowers to Knoxville,"Send Flowers, Cakes & Gifts to Knoxville, TN | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Knoxville, TN",120,3,False,False
chattanooga,city,Tennessee,send flowers to Chattanooga,"Send Flowers, Cakes & Gifts to Chattanooga, TN | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Chattanooga, TN",124,3,False,False
clarksville,city,Tennessee,send flowers to Clarksville,"Send Flowers, Cakes & Gifts to Clarksville, TN | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Clarksville, TN",124,3,False,False
murfreesboro,city,Tennessee,send flowers to Murfreesboro,"Send Flowers, Cakes & Gifts to Murfreesboro, TN | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Murfreesboro, TN",135,3,False,False
franklin,city,Tennessee,send flowers to Franklin,"Send Flowers, Cakes & Gifts to Franklin, TN | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Franklin, TN",130,3,False,False
johnson-city,city,Tennessee,send flowers to Johnson City,"Send Flowers, Cakes & Gifts to Johnson City, TN | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Johnson City, TN",135,3,False,False
brentwood,city,Tennessee,send flowers to Brentwood,"Send Flowers, Cakes & Gifts to Brentwood, TN | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Brentwood, TN",121,3,False,False
houston,city,Texas,send flowers to Houston,"Send Flowers, Cakes & Gifts to Houston, TX | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Houston, TX",133,3,False,False
san-antonio,city,Texas,send flowers to San Antonio,"Send Flowers, Cakes & Gifts to San Antonio, TX | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to San Antonio, TX",131,3,False,False
dallas,city,Texas,send flowers to Dallas,"Send Flowers, Cakes & Gifts to Dallas, TX | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Dallas, TX",137,3,False,False
austin,city,Texas,send flowers to Austin,"Send Flowers, Cakes & Gifts to Austin, TX | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Austin, TX",138,3,False,False
fort-worth,city,Texas,send flowers to Fort Worth,"Send Flowers, Cakes & Gifts to Fort Worth, TX | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Fort Worth, TX",137,3,False,False
el-paso,city,Texas,send flowers to El Paso,"Send Flowers, Cakes & Gifts to El Paso, TX | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to El Paso, TX",130,3,False,False
arlington,city,Texas,send flowers to Arlington,"Send Flowers, Cakes & Gifts to Arlington, TX | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Arlington, TX",132,3,False,False
corpus-christi,city,Texas,send flowers to Corpus Christi,"Send Flowers, Cakes & Gifts to Corpus Christi, TX | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Corpus Christi, TX",131,3,False,False
plano,city,Texas,send flowers to Plano,"Send Flowers, Cakes & Gifts to Plano, TX | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Plano, TX",137,3,False,False
laredo,city,Texas,send flowers to Laredo,"Send Flowers, Cakes & Gifts to Laredo, TX | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Laredo, TX",129,3,False,False
lubbock,city,Texas,send flowers to Lubbock,"Send Flowers, Cakes & Gifts to Lubbock, TX | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Lubbock, TX",127,3,False,False
garland,city,Texas,send flowers to Garland,"Send Flowers, Cakes & Gifts to Garland, TX | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Garland, TX",122,3,False,False
irving,city,Texas,send flowers to Irving,"Send Flowers, Cakes & Gifts to Irving, TX | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Irving, TX",129,3,False,False
amarillo,city,Texas,send flowers to Amarillo,"Send Flowers, Cakes & Gifts to Amarillo, TX | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Amarillo, TX",122,3,False,False
grand-prairie,city,Texas,send flowers to Grand Prairie,"Send Flowers, Cakes & Gifts to Grand Prairie, TX | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Grand Prairie, TX",143,3,False,False
brownsville,city,Texas,send flowers to Brownsville,"Send Flowers, Cakes & Gifts to Brownsville, TX | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Brownsville, TX",129,3,False,False
mckinney,city,Texas,send flowers to McKinney,"Send Flowers, Cakes & Gifts to McKinney, TX | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to McKinney, TX",129,3,False,False
frisco,city,Texas,send flowers to Frisco,"Send Flowers, Cakes & Gifts to Frisco, TX | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Frisco, TX",122,3,False,False
pasadena-tx,city,Texas,send flowers to Pasadena,"Send Flowers, Cakes & Gifts to Pasadena, TX | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Pasadena, TX",131,3,False,False
killeen,city,Texas,send flowers to Killeen,"Send Flowers, Cakes & Gifts to Killeen, TX | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Killeen, TX",128,3,False,False
mesquite,city,Texas,send flowers to Mesquite,"Send Flowers, Cakes & Gifts to Mesquite, TX | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Mesquite, TX",137,3,False,False
mcallen,city,Texas,send flowers to McAllen,"Send Flowers, Cakes & Gifts to McAllen, TX | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to McAllen, TX",129,3,False,False
carrollton,city,Texas,send flowers to Carrollton,"Send Flowers, Cakes & Gifts to Carrollton, TX | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Carrollton, TX",129,3,False,False
midland,city,Texas,send flowers to Midland,"Send Flowers, Cakes & Gifts to Midland, TX | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Midland, TX",120,3,False,False
waco,city,Texas,send flowers to Waco,"Send Flowers, Cakes & Gifts to Waco, TX | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Waco, TX",124,3,False,False
denton,city,Texas,send flowers to Denton,"Send Flowers, Cakes & Gifts to Denton, TX | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Denton, TX",127,3,False,False
abilene,city,Texas,send flowers to Abilene,"Send Flowers, Cakes & Gifts to Abilene, TX | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Abilene, TX",135,3,False,False
odessa,city,Texas,send flowers to Odessa,"Send Flowers, Cakes & Gifts to Odessa, TX | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Odessa, TX",129,3,False,False
round-rock,city,Texas,send flowers to Round Rock,"Send Flowers, Cakes & Gifts to Round Rock, TX | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Round Rock, TX",138,3,False,False
richardson,city,Texas,send flowers to Richardson,"Send Flowers, Cakes & Gifts to Richardson, TX | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Richardson, TX",122,3,False,False
sugar-land,city,Texas,send flowers to Sugar Land,"Send Flowers, Cakes & Gifts to Sugar Land, TX | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Sugar Land, TX",136,3,False,False
katy,city,Texas,send flowers to Katy,"Send Flowers, Cakes & Gifts to Katy, TX | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Katy, TX",129,3,False,False
the-woodlands,city,Texas,send flowers to The Woodlands,"Send Flowers, Cakes & Gifts to The Woodlands, TX | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to The Woodlands, TX",144,3,False,False
league-city,city,Texas,send flowers to League City,"Send Flowers, Cakes & Gifts to League City, TX | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to League City, TX",120,3,False,False
pearland,city,Texas,send flowers to Pearland,"Send Flowers, Cakes & Gifts to Pearland, TX | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Pearland, TX",134,3,False,False
allen,city,Texas,send flowers to Allen,"Send Flowers, Cakes & Gifts to Allen, TX | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Allen, TX",122,3,False,False
lewisville,city,Texas,send flowers to Lewisville,"Send Flowers, Cakes & Gifts to Lewisville, TX | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Lewisville, TX",129,3,False,False
college-station,city,Texas,send flowers to College Station,"Send Flowers, Cakes & Gifts to College Station, TX | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to College Station, TX",131,3,False,False
tyler,city,Texas,send flowers to Tyler,"Send Flowers, Cakes & Gifts to Tyler, TX | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Tyler, TX",135,3,False,False
san-marcos,city,Texas,send flowers to San Marcos,"Send Flowers, Cakes & Gifts to San Marcos, TX | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to San Marcos, TX",123,3,False,False
cedar-park,city,Texas,send flowers to Cedar Park,"Send Flowers, Cakes & Gifts to Cedar Park, TX | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Cedar Park, TX",138,3,False,False
georgetown,city,Texas,send flowers to Georgetown,"Send Flowers, Cakes & Gifts to Georgetown, TX | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Georgetown, TX",129,3,False,False
spring,city,Texas,send flowers to Spring,"Send Flowers, Cakes & Gifts to Spring, TX | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Spring, TX",130,3,False,False
cypress,city,Texas,send flowers to Cypress,"Send Flowers, Cakes & Gifts to Cypress, TX | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Cypress, TX",129,3,False,False
missouri-city,city,Texas,send flowers to Missouri City,"Send Flowers, Cakes & Gifts to Missouri City, TX | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Missouri City, TX",145,3,False,False
flower-mound,city,Texas,send flowers to Flower Mound,"Send Flowers, Cakes & Gifts to Flower Mound, TX | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Flower Mound, TX",138,3,False,False
coppell,city,Texas,send flowers to Coppell,"Send Flowers, Cakes & Gifts to Coppell, TX | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Coppell, TX",131,3,False,False
southlake,city,Texas,send flowers to Southlake,"Send Flowers, Cakes & Gifts to Southlake, TX | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Southlake, TX",125,3,False,False
salt-lake-city,city,Utah,send flowers to Salt Lake City,"Send Flowers, Cakes & Gifts to Salt Lake City, UT | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Salt Lake City, UT",126,3,False,False
west-valley-city,city,Utah,send flowers to West Valley City,"Send Flowers, Cakes & Gifts to West Valley City, UT | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to West Valley City, UT",121,3,False,False
provo,city,Utah,send flowers to Provo,"Send Flowers, Cakes & Gifts to Provo, UT | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Provo, UT",138,3,False,False
west-jordan,city,Utah,send flowers to West Jordan,"Send Flowers, Cakes & Gifts to West Jordan, UT | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to West Jordan, UT",124,3,False,False
orem,city,Utah,send flowers to Orem,"Send Flowers, Cakes & Gifts to Orem, UT | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Orem, UT",130,3,False,False
sandy,city,Utah,send flowers to Sandy,"Send Flowers, Cakes & Gifts to Sandy, UT | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Sandy, UT",131,3,False,False
ogden,city,Utah,send flowers to Ogden,"Send Flowers, Cakes & Gifts to Ogden, UT | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Ogden, UT",141,3,False,False
lehi,city,Utah,send flowers to Lehi,"Send Flowers, Cakes & Gifts to Lehi, UT | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Lehi, UT",125,3,False,False
draper,city,Utah,send flowers to Draper,"Send Flowers, Cakes & Gifts to Draper, UT | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Draper, UT",141,3,False,False
park-city,city,Utah,send flowers to Park City,"Send Flowers, Cakes & Gifts to Park City, UT | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Park City, UT",125,3,False,False
burlington-vt,city,Vermont,send flowers to Burlington,"Send Flowers, Cakes & Gifts to Burlington, VT | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Burlington, VT",127,3,False,False
south-burlington,city,Vermont,send flowers to South Burlington,"Send Flowers, Cakes & Gifts to South Burlington, VT | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to South Burlington, VT",130,3,False,False
virginia-beach,city,Virginia,send flowers to Virginia Beach,"Send Flowers, Cakes & Gifts to Virginia Beach, VA | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Virginia Beach, VA",133,3,False,False
norfolk,city,Virginia,send flowers to Norfolk,"Send Flowers, Cakes & Gifts to Norfolk, VA | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Norfolk, VA",126,3,False,False
chesapeake,city,Virginia,send flowers to Chesapeake,"Send Flowers, Cakes & Gifts to Chesapeake, VA | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Chesapeake, VA",139,3,False,False
richmond-va,city,Virginia,send flowers to Richmond,"Send Flowers, Cakes & Gifts to Richmond, VA | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Richmond, VA",129,3,False,False
newport-news,city,Virginia,send flowers to Newport News,"Send Flowers, Cakes & Gifts to Newport News, VA | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Newport News, VA",134,3,False,False
alexandria,city,Virginia,send flowers to Alexandria,"Send Flowers, Cakes & Gifts to Alexandria, VA | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Alexandria, VA",122,3,False,False
hampton,city,Virginia,send flowers to Hampton,"Send Flowers, Cakes & Gifts to Hampton, VA | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Hampton, VA",129,3,False,False
roanoke,city,Virginia,send flowers to Roanoke,"Send Flowers, Cakes & Gifts to Roanoke, VA | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Roanoke, VA",122,3,False,False
arlington-va,city,Virginia,send flowers to Arlington,"Send Flowers, Cakes & Gifts to Arlington, VA | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Arlington, VA",137,3,False,False
ashburn,city,Virginia,send flowers to Ashburn,"Send Flowers, Cakes & Gifts to Ashburn, VA | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Ashburn, VA",131,3,False,False
reston,city,Virginia,send flowers to Reston,"Send Flowers, Cakes & Gifts to Reston, VA | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Reston, VA",129,3,False,False
herndon,city,Virginia,send flowers to Herndon,"Send Flowers, Cakes & Gifts to Herndon, VA | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Herndon, VA",122,3,False,False
